0.00101, 0,
0.00201, 0,
0.00301, 0,
0.00401, 0,
0.00501, 0,
0.00601, 0,
0.00701, 0,
0.00801, 0,
0.00901, 0,
0.01001, 0,
0.01101, 0,
0.01201, 0,
0.01301, 0,
0.01401, 0,
0.01501, 0,
0.01601, 0,
0.01701, 0,
0.01801, 0,
0.01901, 0,
0.02001, 0,
0.02101, 0,
0.02201, 0,
0.02301, 0,
0.02401, 0,
0.02501, 0,
0.02601, 0,
0.02701, 0,
0.02801, 0,
0.02901, 0,
0.03001, 0,
0.03101, 0,
0.03201, 0,
0.03301, 0,
0.03401, 0,
0.03501, 0,
0.03601, 0,
0.03701, 536,
0.03801, 1072,
0.03901, 1608,
0.04001, 2144,
0.04101, 3216,
0.04201, 4288,
0.04301, 5360,
0.04401, 6432,
0.04501, 7504,
0.04601, 9112,
0.04701, 10720,
0.04801, 12328,
0.04901, 13936,
0.05001, 15544,
0.05101, 17688,
0.05201, 19832,
0.05301, 21976,
0.05401, 24120,
0.05501, 26800,
0.05601, 29480,
0.05701, 32160,
0.05801, 34840,
0.05901, 37520,
0.06001, 40736,
0.06101, 43952,
0.06201, 47168,
0.06301, 50384,
0.06401, 53600,
0.06501, 57352,
0.06601, 61104,
0.06701, 64856,
0.06801, 68608,
0.06901, 72360,
0.07001, 76648,
0.07101, 80936,
0.07201, 85224,
0.07301, 89512,
0.07401, 94336,
0.07501, 99160,
0.07601, 103984,
0.07701, 108808,
0.07801, 113632,
0.07901, 118992,
0.08001, 124352,
0.08101, 129712,
0.08201, 135072,
0.08301, 140432,
0.08401, 146328,
0.08501, 152224,
0.08601, 158120,
0.08701, 164016,
0.08801, 170448,
0.08901, 176880,
0.09001, 183312,
0.09101, 189744,
0.09201, 196176,
0.09301, 203144,
0.09401, 210112,
0.09501, 217080,
0.09601, 224048,
0.09701, 231016,
0.09801, 238520,
0.09901, 246024,
0.10001, 253528,
0.10101, 261032,
0.10201, 268536,
0.10301, 276576,
0.10401, 284616,
0.10501, 292656,
0.10601, 300696,
0.10701, 309272,
0.10801, 317848,
0.10901, 326424,
0.11001, 335000,
0.11101, 343576,
0.11201, 352688,
0.11301, 361800,
0.11401, 370912,
0.11501, 380024,
0.11601, 389136,
0.11701, 398784,
0.11801, 408432,
0.11901, 418080,
0.12001, 427728,
0.12101, 437376,
0.12201, 447560,
0.12301, 457744,
0.12401, 467928,
0.12501, 478112,
0.12601, 488832,
0.12701, 499552,
0.12801, 510272,
0.12901, 520992,
0.13001, 531712,
0.13101, 542968,
0.13201, 554224,
0.13301, 565480,
0.13401, 576736,
0.13501, 587992,
0.13601, 599784,
0.13701, 611576,
0.13801, 623368,
0.13901, 635160,
0.14001, 647488,
0.14101, 659816,
0.14201, 672144,
0.14301, 684472,
0.14401, 696800,
0.14501, 709664,
0.14601, 722528,
0.14701, 735392,
0.14801, 748256,
0.14901, 761120,
0.15001, 773984,
0.15101, 786848,
0.15201, 799712,
0.15301, 812576,
0.15401, 825440,
0.15501, 838304,
0.15601, 851168,
0.15701, 864032,
0.15801, 876896,
0.15901, 889760,
0.16001, 902624,
0.16101, 915488,
0.16201, 928352,
0.16301, 941216,
0.16401, 954080,
0.16501, 966944,
0.16601, 979808,
0.16701, 992672,
0.16801, 1005536,
0.16901, 1018400,
0.17001, 1031264,
0.17101, 1044128,
0.17201, 1056992,
0.17301, 1069856,
0.17401, 1082720,
0.17501, 1095584,
0.17601, 1108448,
0.17701, 1121312,
0.17801, 1134176,
0.17901, 1147040,
0.18001, 1159904,
0.18101, 1172768,
0.18201, 1185632,
0.18301, 1198496,
0.18401, 1211360,
0.18501, 1224224,
0.18601, 1237088,
0.18701, 1249952,
0.18801, 1262816,
0.18901, 1275680,
0.19001, 1288544,
0.19101, 1301408,
0.19201, 1314272,
0.19301, 1327136,
0.19401, 1340000,
0.19501, 1352864,
0.19601, 1365728,
0.19701, 1378592,
0.19801, 1391456,
0.19901, 1404320,
0.20001, 1417184,
0.20101, 1430048,
0.20201, 1442912,
0.20301, 1455776,
0.20401, 1468640,
0.20501, 1481504,
0.20601, 1494368,
0.20701, 1507232,
0.20801, 1520096,
0.20901, 1532960,
0.21001, 1545824,
0.21101, 1558688,
0.21201, 1571552,
0.21301, 1584416,
0.21401, 1597280,
0.21501, 1610144,
0.21601, 1623008,
0.21701, 1635872,
0.21801, 1648736,
0.21901, 1661600,
0.22001, 1674464,
0.22101, 1687328,
0.22201, 1700192,
0.22301, 1713056,
0.22401, 1725920,
0.22501, 1738784,
0.22601, 1751648,
0.22701, 1764512,
0.22801, 1777376,
0.22901, 1790240,
0.23001, 1803104,
0.23101, 1815968,
0.23201, 1828832,
0.23301, 1841696,
0.23401, 1854560,
0.23501, 1867424,
0.23601, 1880288,
0.23701, 1893152,
0.23801, 1906016,
0.23901, 1918880,
0.24001, 1931744,
0.24101, 1944608,
0.24201, 1957472,
0.24301, 1970336,
0.24401, 1983200,
0.24501, 1996064,
0.24601, 2008928,
0.24701, 2021792,
0.24801, 2034656,
0.24901, 2047520,
0.25001, 2060384,
0.25101, 2073248,
0.25201, 2086112,
0.25301, 2100000,
0.25401, 2113888,
0.25501, 2127776,
0.25601, 2141664,
0.25701, 2155552,
0.25801, 2169440,
0.25901, 2183328,
0.26001, 2197216,
0.26101, 2211104,
0.26201, 2224992,
0.26301, 2238880,
0.26401, 2252768,
0.26501, 2266656,
0.26601, 2280544,
0.26701, 2307296,
0.26801, 2334048,
0.26901, 2360800,
0.27001, 2387552,
0.27101, 2414304,
0.27201, 2441592,
0.27301, 2468880,
0.27401, 2496168,
0.27501, 2523456,
0.27601, 2550744,
0.27701, 2578032,
0.27801, 2605320,
0.27901, 2632608,
0.28001, 2660920,
0.28101, 2689232,
0.28201, 2717544,
0.28301, 2745856,
0.28401, 2774168,
0.28501, 2802480,
0.28601, 2830792,
0.28701, 2859104,
0.28801, 2887416,
0.28901, 2915728,
0.29001, 2944040,
0.29101, 2972352,
0.29201, 3001200,
0.29301, 3030048,
0.29401, 3058896,
0.29501, 3087744,
0.29601, 3116592,
0.29701, 3145976,
0.29801, 3175360,
0.29901, 3204744,
0.30001, 3234128,
0.30101, 3263512,
0.30201, 3292896,
0.30301, 3322280,
0.30401, 3351664,
0.30501, 3382072,
0.30601, 3412480,
0.30701, 3442888,
